,t,controller,scenario,rollout,measurement,value,unsafe
3681,4.6000000000000005,Nominal,0,0,XDOT,0.02141616250372123,
3682,4.6000000000000005,Nominal,0,0,Y,8.519765124164001,
3683,4.6000000000000005,Nominal,0,0,YDOT,0.2534239817768969,
3684,4.6000000000000005,Nominal,0,0,PHI,-0.02029576794847454,
3685,4.6000000000000005,Nominal,0,0,PHIDOT,0.049791903976283754,
3686,4.6000000000000005,Nominal,0,0,T1,12.155926484197906,
3687,4.6000000000000005,Nominal,0,0,T2,12.105829655298228,
3688,4.61,Nominal,0,0,X,5.933471833407649,
3689,4.61,Nominal,0,0,XDOT,0.023364255012494707,
3690,4.61,Nominal,0,0,Y,8.52229936398177,
3691,4.61,Nominal,0,0,YDOT,0.25209759532153225,
3692,4.61,Nominal,0,0,PHI,-0.019797848908711835,
3693,4.61,Nominal,0,0,PHIDOT,0.04927970761294032,
3694,4.61,Nominal,0,0,T1,12.15658990707658,
3695,4.61,Nominal,0,0,T2,12.106252101675016,
3696,4.62,Nominal,0,0,X,5.933705475957773,
3697,4.62,Nominal,0,0,XDOT,0.025262173563140356,
3698,4.62,Nominal,0,0,Y,8.524820339934985,
3699,4.62,Nominal,0,0,YDOT,0.2507778465066403,
3700,4.62,Nominal,0,0,PHI,-0.019305051832582354,
3701,4.62,Nominal,0,0,PHIDOT,0.04876521698485797,
3702,4.62,Nominal,0,0,T1,12.157246070382604,
3703,4.62,Nominal,0,0,T2,12.106684555420246,
3704,4.63,Nominal,0,0,X,5.933958097693405,
3705,4.63,Nominal,0,0,XDOT,0.027110460764124003,
3706,4.63,Nominal,0,0,Y,8.527328118400051,
3707,4.63,Nominal,0,0,YDOT,0.2494647061177795,
3708,4.63,Nominal,0,0,PHI,-0.01881739966273388,
3709,4.63,Nominal,0,0,PHIDOT,0.04824860527880431,
3710,4.63,Nominal,0,0,T1,12.157895048845614,
3711,4.63,Nominal,0,0,T2,12.107126817230359,
3712,4.64,Nominal,0,0,X,5.934229202301046,
3713,4.64,Nominal,0,0,XDOT,0.02890966097491971,
3714,4.64,Nominal,0,0,Y,8.52982276546123,
3715,4.64,Nominal,0,0,YDOT,0.2481581451600001,
3716,4.64,Nominal,0,0,PHI,-0.01833491360994577,
3717,4.64,Nominal,0,0,PHIDOT,0.047730042902161395,
3718,4.64,Nominal,0,0,T1,12.158536915741797,
3719,4.64,Nominal,0,0,T2,12.107578687286244,
3720,4.65,Nominal,0,0,X,5.934518298910795,
3721,4.65,Nominal,0,0,XDOT,0.030660320136960576,
3722,4.65,Nominal,0,0,Y,8.532304346912829,
3723,4.65,Nominal,0,0,YDOT,0.2468581348495952,
3724,4.65,Nominal,0,0,PHI,-0.017857613180924048,
3725,4.65,Nominal,0,0,PHIDOT,0.04720969749293143,
3726,4.65,Nominal,0,0,T1,12.159171742966361,
3727,4.65,Nominal,0,0,T2,12.108039965378401,
3728,4.66,Nominal,0,0,X,5.934824902112165,
3729,4.66,Nominal,0,0,XDOT,0.03236298560743178,
3730,4.66,Nominal,0,0,Y,8.534772928261326,
3731,4.66,Nominal,0,0,YDOT,0.24556464660608743,
3732,4.66,Nominal,0,0,PHI,-0.017385516205994822,
3733,4.66,Nominal,0,0,PHIDOT,0.04668773393026717,
3734,4.66,Nominal,0,0,T1,12.159799601104131,
3735,4.66,Nominal,0,0,T2,12.10851045102839,
3736,4.67,Nominal,0,0,X,5.93514853196824,
3737,4.67,Nominal,0,0,XDOT,0.0340182059958913,
3738,4.67,Nominal,0,0,Y,8.537228574727386,
3739,4.67,Nominal,0,0,YDOT,0.24427765204444887,
3740,4.67,Nominal,0,0,PHI,-0.016918638866691982,
3741,4.67,Nominal,0,0,PHIDOT,0.04616431434550849,
3742,4.67,Nominal,0,0,T1,12.160420559498316,
3743,4.67,Nominal,0,0,T2,12.10898994360708,
3744,4.68,Nominal,0,0,X,5.935488714028199,
3745,4.68,Nominal,0,0,XDOT,0.035626531003703374,
3746,4.68,Nominal,0,0,Y,8.539671351247831,
3747,4.68,Nominal,0,0,YDOT,0.24299712296755446,
3748,4.68,Nominal,0,0,PHI,-0.016456995723237,
3749,4.68,Nominal,0,0,PHIDOT,0.04563959813371121,
3750,4.68,Nominal,0,0,T1,12.161034686316862,
3751,4.68,Nominal,0,0,T2,12.10947824244961,
3752,4.69,Nominal,0,0,X,5.935844979338236,
3753,4.69,Nominal,0,0,XDOT,0.03718851126626982,
3754,4.69,Nominal,0,0,Y,8.542101322477507,
3755,4.69,Nominal,0,0,YDOT,0.24172303135886508,
3756,4.69,Nominal,0,0,PHI,-0.016000599741899713,
3757,4.69,Nominal,0,0,PHIDOT,0.04511374196565954,
3758,4.69,Nominal,0,0,T1,12.161642048617313,
3759,4.69,Nominal,0,0,T2,12.10997514696681,
3760,4.7,Nominal,0,0,X,5.936216864450898,
3761,4.7,Nominal,0,0,XDOT,0.03870469819804333,
3762,4.7,Nominal,0,0,Y,8.544518552791095,
3763,4.7,Nominal,0,0,YDOT,0.24045534937534022,
3764,4.7,Nominal,0,0,PHI,-0.01554946232224319,
3765,4.7,Nominal,0,0,PHIDOT,0.04458689980034125,
3766,4.7,Nominal,0,0,T1,12.162242712409194,
3767,4.7,Nominal,0,0,T2,12.110480456753635,
3768,4.71,Nominal,0,0,X,5.936603911432878,
3769,4.71,Nominal,0,0,XDOT,0.04017564384030725,
3770,4.71,Nominal,0,0,Y,8.546923106284849,
3771,4.71,Nominal,0,0,YDOT,0.23919404934057692,
3772,4.71,Nominal,0,0,PHI,-0.015103593324239828,
3773,4.71,Nominal,0,0,PHIDOT,0.04405922289788068,
3774,4.71,Nominal,0,0,T1,12.16283674271478,
3775,4.71,Nominal,0,0,T2,12.110993971693926,
3776,4.72,Nominal,0,0,X,5.937005667871281,
3777,4.72,Nominal,0,0,XDOT,0.04160190071170531,
3778,4.72,Nominal,0,0,Y,8.549315046778254,
3779,4.72,Nominal,0,0,YDOT,0.23793910373817337,
3780,4.72,Nominal,0,0,PHI,-0.014663001095260864,
3781,4.72,Nominal,0,0,PHIDOT,0.043530859832908664,
3782,4.72,Nominal,0,0,T1,12.16342420362766,
3783,4.72,Nominal,0,0,T2,12.111515492062297,
3784,4.73,Nominal,0,0,X,5.937421686878398,
3785,4.73,Nominal,0,0,XDOT,0.04298402166150506,
3786,4.73,Nominal,0,0,Y,8.551694437815636,
3787,4.73,Nominal,0,0,YDOT,0.23669048520531505,
3788,4.73,Nominal,0,0,PHI,-0.014227692496931788,
3789,4.73,Nominal,0,0,PHIDOT,0.04300195650836272,
3790,4.73,Nominal,0,0,T1,12.164005158369257,
3791,4.73,Nominal,0,0,T2,12.112044818622559,
3792,4.74,Nominal,0,0,X,5.937851527095013,
3793,4.74,Nominal,0,0,XDOT,0.04432255972557822,
3794,4.74,Nominal,0,0,Y,8.554061342667689,
3795,4.74,Nominal,0,0,YDOT,0.23544816652658004,
3796,4.74,Nominal,0,0,PHI,-0.013797672931848304,
3797,4.74,Nominal,0,0,PHIDOT,0.04247265616970311,
3798,4.74,Nominal,0,0,T1,12.164579669343654,
3799,4.74,Nominal,0,0,T2,12.112581752722921,
3800,4.75,Nominal,0,0,X,5.938294752692269,
3801,4.75,Nominal,0,0,XDOT,0.045618067985080675,
3802,4.75,Nominal,0,0,Y,8.556415824332955,
3803,4.75,Nominal,0,0,YDOT,0.23421212062796182,
3804,4.75,Nominal,0,0,PHI,-0.013372946370151073,
3805,4.75,Nominal,0,0,PHIDOT,0.04194309941952951,
3806,4.75,Nominal,0,0,T1,12.165147798190198,
3807,4.75,Nominal,0,0,T2,12.113126096388129,
3808,4.76,Nominal,0,0,X,5.93875093337212,
3809,4.76,Nominal,0,0,XDOT,0.0468710994278149,
3810,4.76,Nominal,0,0,Y,8.558757945539234,
3811,4.76,Nominal,0,0,YDOT,0.23298232057110635,
3812,4.76,Nominal,0,0,PHI,-0.012953515375955682,
3813,4.76,Nominal,0,0,PHIDOT,0.04141342423258972,
3814,4.76,Nominal,0,0,T1,12.165709605834158,
3815,4.76,Nominal,0,0,T2,12.113677652408525,
3816,4.7700000000000005,Nominal,0,0,X,5.939219644366398,
3817,4.7700000000000005,Nominal,0,0,XDOT,0.04808220681225728,
3818,4.7700000000000005,Nominal,0,0,Y,8.561087768744946,
3819,4.7700000000000005,Nominal,0,0,YDOT,0.23175873954776083,
3820,4.7700000000000005,Nominal,0,0,PHI,-0.012539381133629846,
3821,4.7700000000000005,Nominal,0,0,PHIDOT,0.040883765971168946,
3822,4.7700000000000005,Nominal,0,0,T1,12.166265152535614,
3823,4.7700000000000005,Nominal,0,0,T2,12.114236224425733,
3824,4.78,Nominal,0,0,X,5.9397004664345205,
3825,4.78,Nominal,0,0,XDOT,0.04925194253423222,
3826,4.78,Nominal,0,0,Y,8.563405356140423,
3827,4.78,Nominal,0,0,YDOT,0.23054135087443073,
3828,4.78,Nominal,0,0,PHI,-0.012130543473918287,
3829,4.78,Nominal,0,0,PHIDOT,0.04035425740084364,
3830,4.78,Nominal,0,0,T1,12.166814497936338,
3831,4.78,Nominal,0,0,T2,12.114801617015473,
3832,4.79,Nominal,0,0,X,5.940192985859863,
3833,4.79,Nominal,0,0,XDOT,0.05038085849621506,
3834,4.79,Nominal,0,0,Y,8.565710769649167,
3835,4.79,Nominal,0,0,YDOT,0.22933012798724284,
3836,4.79,Nominal,0,0,PHI,-0.011727000899909967,
3837,4.79,Nominal,0,0,PHIDOT,0.039825028706591104,
3838,4.79,Nominal,0,0,T1,12.16735770110473,
3839,4.79,Nominal,0,0,T2,12.11537363576733,
3840,4.8,Nominal,0,0,X,5.940696794444825,
3841,4.8,Nominal,0,0,XDOT,0.05146950597924536,
3842,4.8,Nominal,0,0,Y,8.568004070929039,
3843,4.8,Nominal,0,0,YDOT,0.22812504443701048,
3844,4.8,Nominal,0,0,PHI,-0.011328750612844107,
3845,4.8,Nominal,0,0,PHIDOT,0.039296207509243765,
3846,4.8,Nominal,0,0,T1,12.167894820578892,
3847,4.8,Nominal,0,0,T2,12.115952087361428,
3848,4.8100000000000005,Nominal,0,0,X,5.941211489504617,
3849,4.8100000000000005,Nominal,0,0,XDOT,0.052518435517432,
3850,4.8100000000000005,Nominal,0,0,Y,8.570285321373408,
3851,4.8100000000000005,Nominal,0,0,YDOT,0.22692607388449787,
3852,4.8100000000000005,Nominal,0,0,PHI,-0.010935788537751456,
3853,4.8100000000000005,Nominal,0,0,PHIDOT,0.03876791888227579,
3854,4.8100000000000005,Nominal,0,0,T1,12.168425914407903,
3855,4.8100000000000005,Nominal,0,0,T2,12.116536779642244,
3856,4.82,Nominal,0,0,X,5.941736673859792,
3857,4.82,Nominal,0,0,XDOT,0.053528196775031234,
3858,4.82,Nominal,0,0,Y,8.572554582112254,
3859,4.82,Nominal,0,0,YDOT,0.22573319009588072,
3860,4.82,Nominal,0,0,PHI,-0.01054810934892858,
3861,4.82,Nominal,0,0,PHIDOT,0.03824028536891125,
3862,4.82,Nominal,0,0,T1,12.168951040191137,
3863,4.82,Nominal,0,0,T2,12.117127521689428,
3864,4.83,Nominal,0,0,X,5.942271955827542,
3865,4.83,Nominal,0,0,XDOT,0.05449933842607868,
3866,4.83,Nominal,0,0,Y,8.574811914013212,
3867,4.83,Nominal,0,0,YDOT,0.22454636693839908,
3868,4.83,Nominal,0,0,PHI,-0.010165706495239402,
3869,4.83,Nominal,0,0,PHIDOT,0.03771342699954346,
3870,4.83,Nominal,0,0,T1,12.169470255115979,
3871,4.83,Nominal,0,0,T2,12.117724123885758,
3872,4.84,Nominal,0,0,X,5.942816949211803,
3873,4.84,Nominal,0,0,XDOT,0.0554324080365559,
3874,4.84,Nominal,0,0,Y,8.577057377682596,
3875,4.84,Nominal,0,0,YDOT,0.2233655783761996,
3876,4.84,Nominal,0,0,PHI,-0.009788572225243986,
3877,4.84,Nominal,0,0,PHIDOT,0.03718746130945286,
3878,4.84,Nominal,0,0,T1,12.169983615993505,
3879,4.84,Nominal,0,0,T2,12.118326397982235,
3880,4.8500000000000005,Nominal,0,0,X,5.943371273292168,
3881,4.8500000000000005,Nominal,0,0,XDOT,0.056327951949072225,
3882,4.8500000000000005,Nominal,0,0,Y,8.579291033466358,
3883,4.8500000000000005,Nominal,0,0,YDOT,0.2221907984663634,
3884,4.8500000000000005,Nominal,0,0,PHI,-0.00941669761214925,
3885,4.8500000000000005,Nominal,0,0,PHIDOT,0.036662503356814875,
3886,4.8500000000000005,Nominal,0,0,T1,12.170491179292588,
3887,4.8500000000000005,Nominal,0,0,T2,12.118934157160437,
3888,4.86,Nominal,0,0,X,5.943934552811659,
3889,4.86,Nominal,0,0,XDOT,0.05718651517004208,
3890,4.86,Nominal,0,0,Y,8.581512941451022,
3891,4.86,Nominal,0,0,YDOT,0.22102200135511588,
3892,4.86,Nominal,0,0,PHI,-0.009050072578581148,
3893,4.86,Nominal,0,0,PHIDOT,0.036138665740986405,
3894,4.86,Nominal,0,0,T1,12.170993001172075,
3895,4.86,Nominal,0,0,T2,12.119547216092151,
3896,4.87,Nominal,0,0,X,5.9445064179633595,
3897,4.87,Nominal,0,0,XDOT,0.05800864125933813,
3898,4.87,Nominal,0,0,Y,8.583723161464572,
3899,4.87,Nominal,0,0,YDOT,0.2198591612742152,
3900,4.87,Nominal,0,0,PHI,-0.008688685921171224,
3901,4.87,Nominal,0,0,PHIDOT,0.035616058621062575,
3902,4.87,Nominal,0,0,T1,12.171489137511589,
3903,4.87,Nominal,0,0,T2,12.120165390996112,
3904,4.88,Nominal,0,0,X,5.945086504375953,
3905,4.88,Nominal,0,0,XDOT,0.05879487222240001,
3906,4.88,Nominal,0,0,Y,8.585921753077315,
3907,4.88,Nominal,0,0,YDOT,0.21870225253751585,
3908,4.88,Nominal,0,0,PHI,-0.00833252533496065,
3909,4.88,Nominal,0,0,PHIDOT,0.035094789734688756,
3910,4.88,Nominal,0,0,T1,12.171979643940222,
3911,4.88,Nominal,0,0,T2,12.120788499692326,
3912,4.89,Nominal,0,0,X,5.945674453098177,
3913,4.89,Nominal,0,0,XDOT,0.0595457484047787,
3914,4.89,Nominal,0,0,Y,8.58810877560269,
3915,4.89,Nominal,0,0,YDOT,0.21755124953770302,
3916,4.89,Nominal,0,0,PHI,-0.00798157743761374,
3917,4.89,Nominal,0,0,PHIDOT,0.03457496441712462,
3918,4.89,Nominal,0,0,T1,12.17246457586402,
3919,4.89,Nominal,0,0,T2,12.121416361653601,
3920,4.9,Nominal,0,0,X,5.946269910582225,
3921,4.9,Nominal,0,0,XDOT,0.06026180838909594,
3922,4.9,Nominal,0,0,Y,8.590284288098067,
3923,4.9,Nominal,0,0,YDOT,0.2164061267431951,
3924,4.9,Nominal,0,0,PHI,-0.007635827793442296,
3925,4.9,Nominal,0,0,PHIDOT,0.034056685620544376,
3926,4.9,Nominal,0,0,T1,12.172943988491475,
3927,4.9,Nominal,0,0,T2,12.1220487980546,
3928,4.91,Nominal,0,0,X,5.946872528666116,
3929,4.91,Nominal,0,0,XDOT,0.06094358889439845,
3930,4.91,Nominal,0,0,Y,8.5924483493655,
3931,4.91,Nominal,0,0,YDOT,0.2152668586952094,
3932,4.91,Nominal,0,0,PHI,-0.007295260937236758,
3933,4.91,Nominal,0,0,PHIDOT,0.03354005393356819,
3934,4.91,Nominal,0,0,T1,12.173417936857676,
3935,4.91,Nominal,0,0,T2,12.122685631818383,
3936,4.92,Nominal,0,0,X,5.9474819645550605,
3937,4.92,Nominal,0,0,XDOT,0.06159162467788613,
3938,4.92,Nominal,0,0,Y,8.594601017952451,
3939,4.92,Nominal,0,0,YDOT,0.21413342000498853,
3940,4.92,Nominal,0,0,PHI,-0.006959860397901085,
3941,4.92,Nominal,0,0,PHIDOT,0.03302516760101323,
3942,4.92,Nominal,0,0,T1,12.173886475846896,
3943,4.92,Nominal,0,0,T2,12.123326687660363,
3944,4.93,Nominal,0,0,X,5.948097880801839,
3945,4.93,Nominal,0,0,XDOT,0.062206448438993416,
3946,4.93,Nominal,0,0,Y,8.596742352152502,
3947,4.93,Nominal,0,0,YDOT,0.21300578535118275,
3948,4.93,Nominal,0,0,PHI,-0.0066296087218908895,
3949,4.93,Nominal,0,0,PHIDOT,0.032512122543853876,
3950,4.93,Nominal,0,0,T1,12.174349660213542,
3951,4.93,Nominal,0,0,T2,12.123971792129932,
3952,4.94,Nominal,0,0,X,5.948719945286229,
3953,4.94,Nominal,0,0,XDOT,0.06278859072580296,
3954,4.94,Nominal,0,0,Y,8.598872410006013,
3955,4.94,Nominal,0,0,YDOT,0.21188392947738485,
3956,4.94,Nominal,0,0,PHI,-0.006304487496452182,
3957,4.94,Nominal,0,0,PHIDOT,0.032001012379384144,
3958,4.94,Nominal,0,0,T1,12.174807544601714,
3959,4.94,Nominal,0,0,T2,12.124620773649784,
3960,4.95,Nominal,0,0,X,5.949347831193488,
3961,4.95,Nominal,0,0,XDOT,0.06333857984377049,
3962,4.95,Nominal,0,0,Y,8.600991249300787,
3963,4.95,Nominal,0,0,YDOT,0.21076782718981418,
3964,4.95,Nominal,0,0,PHI,-0.005984477372658503,
3965,4.95,Nominal,0,0,PHIDOT,0.031491928441573294,
3966,4.95,Nominal,0,0,T1,12.175260183563246,
3967,4.95,Nominal,0,0,T2,12.125273462552771,
3968,4.96,Nominal,0,0,X,5.949981216991925,
3969,4.96,Nominal,0,0,XDOT,0.0638569417667397,
3970,4.96,Nominal,0,0,Y,8.603098927572685,
3971,4.96,Nominal,0,0,YDOT,0.20965745335514524,
3972,4.96,Nominal,0,0,PHI,-0.0056695580882428764,
3973,4.96,Nominal,0,0,PHIDOT,0.03098495980160497,
3974,4.96,Nominal,0,0,T1,12.175707631574523,
3975,4.96,Nominal,0,0,T2,12.125929691116449,
3976,4.97,Nominal,0,0,X,5.950619786409592,
3977,4.97,Nominal,0,0,XDOT,0.06434420005022576,
3978,4.97,Nominal,0,0,Y,8.605195502106236,
3979,4.97,Nominal,0,0,YDOT,0.20855278289847767,
3980,4.97,Nominal,0,0,PHI,-0.005359708490226822,
3981,4.97,Nominal,0,0,PHIDOT,0.03048019328858896,
3982,4.97,Nominal,0,0,T1,12.176149943051627,
3983,4.97,Nominal,0,0,T2,12.126589293595634,
3984,4.98,Nominal,0,0,X,5.951263228410094,
3985,4.98,Nominal,0,0,XDOT,0.06480087574694603,
3986,4.98,Nominal,0,0,Y,8.607281029935221,
3987,4.98,Nominal,0,0,YDOT,0.20745379080144363,
3988,4.98,Nominal,0,0,PHI,-0.005054906557341088,
3989,4.98,Nominal,0,0,PHIDOT,0.02997771351044246,
3990,4.98,Nominal,0,0,T1,12.17658717236435,
3991,4.98,Nominal,0,0,T2,12.127252106252588,
3992,4.99,Nominal,0,0,X,5.951911237167564,
3993,4.99,Nominal,0,0,XDOT,0.0652274873245766,
3994,4.99,Nominal,0,0,Y,8.609355567843235,
3995,4.99,Nominal,0,0,YDOT,0.20636045210044876,
3996,4.99,Nominal,0,0,PHI,-0.00475512942223677,
3997,4.99,Nominal,0,0,PHIDOT,0.02947760287492823,
3998,4.99,Nominal,0,0,T1,12.17701937384892,
3999,4.99,Nominal,0,0,T2,12.127917967385049,
4000,5.0,Nominal,0,0,X,5.952563512040809,
4001,5.0,Nominal,0,0,XDOT,0.06562455058571272,
4002,5.0,Nominal,0,0,Y,8.611419172364238,
4003,5.0,Nominal,0,0,YDOT,0.20527274188504332,
4004,5.0,Nominal,0,0,PHI,-0.004460353393487271,
4005,5.0,Nominal,0,0,PHIDOT,0.028979941610841223,
4006,5.0,Nominal,0,0,T1,12.177446601819296,
4007,5.0,Nominal,0,0,T2,12.1285867173523,
4008,5.01,Nominal,0,0,X,5.953219757546666,
4009,5.01,Nominal,0,0,XDOT,0.0659925785900115,
4010,5.01,Nominal,0,0,Y,8.61347189978309,
4011,5.01,Nominal,0,0,YDOT,0.20419063529641887,
4012,5.01,Nominal,0,0,PHI,-0.004170553977378866,
4013,5.01,Nominal,0,0,PHIDOT,0.02848480778933802,
4014,5.01,Nominal,0,0,T1,12.177868910577269,
4015,5.01,Nominal,0,0,T2,12.12925819859924,
4016,5.0200000000000005,Nominal,0,0,X,5.953879683332566,
4017,5.0200000000000005,Nominal,0,0,XDOT,0.06633208157849517,
4018,5.0200000000000005,Nominal,0,0,Y,8.615513806136054,
4019,5.0200000000000005,Nominal,0,0,YDOT,0.20311410752602782,
4020,5.0200000000000005,Nominal,0,0,PHI,-0.0038857058994854476,
4021,5.0200000000000005,Nominal,0,0,PHIDOT,0.02799227734540124,
4022,5.0200000000000005,Nominal,0,0,T1,12.178286354421607,
4023,5.0200000000000005,Nominal,0,0,T2,12.129932255678257,
4024,5.03,Nominal,0,0,X,5.954543004148351,
4025,5.03,Nominal,0,0,XDOT,0.06664356689999273,
4026,5.03,Nominal,0,0,Y,8.617544947211314,
4027,5.03,Nominal,0,0,YDOT,0.20204313381432162,
4028,5.03,Nominal,0,0,PHI,-0.0036057831260314366,
4029,5.03,Nominal,0,0,PHIDOT,0.027502424099426357,
4030,5.03,Nominal,0,0,T1,12.178698987655672,
4031,5.03,Nominal,0,0,T2,12.130608735269396,
4032,5.04,Nominal,0,0,X,5.955209439817351,
4033,5.04,Nominal,0,0,XDOT,0.06692753893969805,
4034,5.04,Nominal,0,0,Y,8.619565378549458,
4035,5.04,Nominal,0,0,YDOT,0.20097768944960367,
4036,5.04,Nominal,0,0,PHI,-0.0033307588850370884,
4037,5.04,Nominal,0,0,PHIDOT,0.02701531977892918,
4038,5.04,Nominal,0,0,T1,12.179106864594154,
4039,5.04,Nominal,0,0,T2,12.131287486198532,
4040,5.05,Nominal,0,0,X,5.955878715206748,
4041,5.05,Nominal,0,0,XDOT,0.06718449904982239,
4042,5.05,Nominal,0,0,Y,8.621575155443955,
4043,5.05,Nominal,0,0,YDOT,0.1999177497669937,
4044,5.05,Nominal,0,0,PHI,-0.0030606056872479748,
4045,5.05,Nominal,0,0,PHIDOT,0.026531034040362823,
4046,5.05,Nominal,0,0,T1,12.179510039568605,
4047,5.05,Nominal,0,0,T2,12.131968359453793,
4048,5.0600000000000005,Nominal,0,0,X,5.956550560197247,
4049,5.0600000000000005,Nominal,0,0,XDOT,0.06741494548231915,
4050,5.0600000000000005,Nominal,0,0,Y,8.623574332941624,
4051,5.0600000000000005,Nominal,0,0,YDOT,0.19886329014749987,
4052,5.0600000000000005,Nominal,0,0,PHI,-0.0027952953468441954,
4053,5.0600000000000005,Nominal,0,0,PHIDOT,0.026049634491038608,
4054,5.0600000000000005,Nominal,0,0,T1,12.17990856693208,
4055,5.0600000000000005,Nominal,0,0,T2,12.132651208200029,
4056,5.07,Nominal,0,0,X,5.95722470965207,
4057,5.07,Nominal,0,0,XDOT,0.06761937332365846,
4058,5.07,Nominal,0,0,Y,8.625562965843098,
4059,5.07,Nominal,0,0,YDOT,0.1978142860171949,
4060,5.07,Nominal,0,0,PHI,-0.002534799001933763,
4061,5.07,Nominal,0,0,PHIDOT,0.025571186711140375,
4062,5.07,Nominal,0,0,T1,12.180302501062442,
4063,5.07,Nominal,0,0,T2,12.133335887791823,
4064,5.08,Nominal,0,0,X,5.9579009033853065,
4065,5.08,Nominal,0,0,XDOT,0.06779827443162957,
4066,5.08,Nominal,0,0,Y,8.62754110870327,
4067,5.08,Nominal,0,0,YDOT,0.19677071284649247,
4068,5.08,Nominal,0,0,PHI,-0.0022790871348221664,
4069,5.08,Nominal,0,0,PHIDOT,0.025095754275830818,
4070,5.08,Nominal,0,0,T1,12.180691896365081,
4071,5.08,Nominal,0,0,T2,12.134022255784522,
4072,5.09,Nominal,0,0,X,5.958578886129623,
4073,5.09,Nominal,0,0,XDOT,0.06795213737414847,
4074,5.09,Nominal,0,0,Y,8.629508815831734,
4075,5.09,Nominal,0,0,YDOT,0.19573254614952115,
4076,5.09,Nominal,0,0,PHI,-0.0020281295920638875,
4077,5.09,Nominal,0,0,PHIDOT,0.02462339877743603,
4078,5.09,Nominal,0,0,T1,12.181076807274355,
4079,5.09,Nominal,0,0,T2,12.134710171943853,
4080,5.1000000000000005,Nominal,0,0,X,5.9592584075033646,
4081,5.1000000000000005,Nominal,0,0,XDOT,0.06808144737004838,
4082,5.1000000000000005,Nominal,0,0,Y,8.63146614129323,
4083,5.1000000000000005,Nominal,0,0,YDOT,0.19469976148359094,
4084,5.1000000000000005,Nominal,0,0,PHI,-0.0017818956042896517,
4085,5.1000000000000005,Nominal,0,0,PHIDOT,0.024154179847706698,
4086,5.1000000000000005,Nominal,0,0,T1,12.181457288254407,
4087,5.1000000000000005,Nominal,0,0,T2,12.135399498253777,
4088,5.11,Nominal,0,0,X,5.959939221977065,
4089,5.11,Nominal,0,0,XDOT,0.06818668623183066,
4090,5.11,Nominal,0,0,Y,8.633413138908065,
4091,5.11,Nominal,0,0,YDOT,0.19367233444875073,
4092,5.11,Nominal,0,0,PHI,-0.0015403538058125221,
4093,5.11,Nominal,0,0,PHIDOT,0.023688155180144745,
4094,5.11,Nominal,0,0,T1,12.181833393798868,
4095,5.11,Nominal,0,0,T2,12.136090098922944,
4096,5.12,Nominal,0,0,X,5.960621088839383,
4097,5.12,Nominal,0,0,XDOT,0.06826833231035359,
4098,5.12,Nominal,0,0,Y,8.635349862252552,
4099,5.12,Nominal,0,0,YDOT,0.1926502406874317,
4100,5.12,Nominal,0,0,PHI,-0.0013034722540110621,
4101,5.12,Nominal,0,0,PHIDOT,0.02322538055239238,
4102,5.12,Nominal,0,0,T1,12.18220517842978,
4103,5.12,Nominal,0,0,T2,12.13678184038961,
4104,5.13,Nominal,0,0,X,5.961303772162486,
4105,5.13,Nominal,0,0,XDOT,0.0683268604414366,
4106,5.13,Nominal,0,0,Y,8.637276364659426,
4107,5.13,Nominal,0,0,YDOT,0.19163345588417413,
4108,5.13,Nominal,0,0,PHI,-0.0010712184484873433,
4109,5.13,Nominal,0,0,PHIDOT,0.022765909848676116,
4110,5.13,Nominal,0,0,T1,12.182572696695836,
4111,5.13,Nominal,0,0,T2,12.137474591325024,
4112,5.14,Nominal,0,0,X,5.961987040766901,
4113,5.14,Nominal,0,0,XDOT,0.06836274189435722,
4114,5.14,Nominal,0,0,Y,8.639192699218269,
4115,5.14,Nominal,0,0,YDOT,0.1906219557654342,
4116,5.14,Nominal,0,0,PHI,-0.0008435593500006888,
4117,5.14,Nominal,0,0,PHIDOT,0.02230979508229712,
4118,5.14,Nominal,0,0,T1,12.182936003169784,
4119,5.14,Nominal,0,0,T2,12.138168222635457,
4120,5.15,Nominal,0,0,X,5.962670668185845,
4121,5.15,Nominal,0,0,XDOT,0.06837644432221811,
4122,5.15,Nominal,0,0,Y,8.641098918775922,
4123,5.15,Nominal,0,0,YDOT,0.18961571609946704,
4124,5.15,Nominal,0,0,PHI,-0.0006204613991775965,
4125,5.15,Nominal,0,0,PHIDOT,0.02185708641816279,
4126,5.15,Nominal,0,0,T1,12.183295152445034,
4127,5.15,Nominal,0,0,T2,12.138862607462958,
4128,5.16,Nominal,0,0,X,5.963354432629067,
4129,5.16,Nominal,0,0,XDOT,0.06836843171416175,
4130,5.16,Nominal,0,0,Y,8.642995075936916,
4131,5.16,Nominal,0,0,YDOT,0.18861471269628377,
4132,5.16,Nominal,0,0,PHI,-0.0004018905349960633,
4133,5.16,Nominal,0,0,PHIDOT,0.021407832195354734,
4134,5.16,Nominal,0,0,T1,12.18365019913154,
4135,5.16,Nominal,0,0,T2,12.13955762118471,
4136,5.17,Nominal,0,0,X,5.964038116946209,
4137,5.17,Nominal,0,0,XDOT,0.06833916434940993,
4138,5.17,Nominal,0,0,Y,8.644881223063878,
4139,5.17,Nominal,0,0,YDOT,0.18761892140767802,
4140,5.17,Nominal,0,0,PHI,-0.00018781221304253748,
4141,5.17,Nominal,0,0,PHIDOT,0.02096207894972639,
